GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-DC_AML__co-3-Query	avg-DC_AML__co-3-Ref
ENSMUSG00000045636	En	-3.51520456065	7.1812917136e-10	2.31135003296e-07	Mtus1	0.103145858213	3.61835041887
ENSMUSG00000005947	En	5.52064514113	8.0495205389e-10	2.53054461965e-07	Itgae	5.52860470313	0.007959562
ENSMUSG00000030214	En	6.97941697929	1.06800526938e-09	3.28120346169e-07	Plbd1	8.41288788672	1.43347090743
ENSMUSG00000040314	En	-6.28467744514	1.11070312386e-09	3.33655218408e-07	Ctsg	2.99520922043	9.27988666557
ENSMUSG00000034892	En	0.772480998009	2.45233698723e-09	7.20667204204e-07	Rps29	12.123561504	11.351080506
ENSMUSG00000028859	En	-3.27642445449	3.60597319255e-09	1.03713926844e-06	Csf3r	1.07174307381	4.3481675283
ENSMUSG00000035835	En	-2.49224633324	3.76482745605e-09	1.06026953231e-06	BC005764	0.318988274128	2.81123460737
ENSMUSG00000017550	En	-2.8582899432	4.10923332431e-09	1.13364522608e-06	Atad5	0.444716920596	3.3030068638
ENSMUSG00000026803	En	-1.96433643028	5.0083907729e-09	1.35406852936e-06	Ttf1	2.24314697502	4.2074834053
ENSMUSG00000025279	En	6.36936502564	5.3465918178e-09	1.41716133712e-06	Dnase1l3	6.36936502564	0.0
ENSMUSG00000015970	En	-2.11511077038	5.60753869957e-09	1.45774438732e-06	Chdh	0.0341446421915	2.14925541257
ENSMUSG00000021811	En	-4.57669415765	7.39913685625e-09	1.85479217119e-06	Dnajc9	2.04578170755	6.6224758652
ENSMUSG00000028657	En	5.00666967713	7.4365225002e-09	1.85479217119e-06	Ppt1	9.74640573977	4.73973606263
ENSMUSG00000026238	En	-1.19428165145	7.54649869916e-09	1.85479217119e-06	Ptma	11.0573992422	12.2516808937
ENSMUSG00000039231	En	-4.04629479133	1.10492804178e-08	2.63651698206e-06	Suv39h1	1.04965680864	5.09595159997
ENSMUSG00000021144	En	-2.57349536051	1.11171377406e-08	2.63651698206e-06	Mta1	0.403288773319	2.97678413383
ENSMUSG00000024740	En	-3.9110756185	1.24915302261e-08	2.91138802753e-06	Ddb1	1.82383047806	5.73490609657
ENSMUSG00000071547	En	-2.63960775852	1.32059239727e-08	3.02572339428e-06	Nt5dc2	0.0417359730426	2.68134373157
ENSMUSG00000019982	En	-4.54724135168	1.40660549752e-08	3.16908218591e-06	Myb	2.11178688326	6.65902823493
ENSMUSG00000059498	En	-4.13736280907	1.61349225699e-08	3.57560464425e-06	Fcgr3	0.477295609532	4.6146584186
ENSMUSG00000020649	En	-4.75058574568	1.65621143556e-08	3.61107519127e-06	Rrm2	1.52186966532	6.272455411
ENSMUSG00000026395	En	3.07893765668	1.79233072682e-08	3.81435045638e-06	Ptprc	7.94112860121	4.86219094453
ENSMUSG00000022114	En	-3.10077159162	1.82881063343e-08	3.81435045638e-06	Spry2	0.559294136149	3.66006572777
ENSMUSG00000015766	En	3.9354192114	1.83409365043e-08	3.81435045638e-06	Eps8	4.19965899994	0.264239788533
ENSMUSG00000032946	En	-3.15729392959	1.866748582e-08	3.82344050477e-06	Rasgrp2	0.884586647213	4.0418805768
ENSMUSG00000031245	En	-3.95940895191	2.06291124346e-08	4.16215435659e-06	Hmgn5	1.44240500943	5.40181396133
ENSMUSG00000024691	En	-4.23312085397	2.10760859362e-08	4.18980190714e-06	Fam111a	2.54589433089	6.77901518487
Rps27rt	Sy	4.02523144304	2.21795857791e-08	4.34527015307e-06	Rps27rt	11.9942201122	7.96898866913
ENSMUSG00000006362	En	3.17952798533	2.3036266887e-08	4.4486322254e-06	Cbfa2t3	5.99702870777	2.81750072243
ENSMUSG00000017002	En	-3.44841249124	2.47247546605e-08	4.59692930052e-06	Slpi	0.339805010596	3.78821750183
ENSMUSG00000031226	En	-3.77147905325	2.47802939193e-08	4.59692930052e-06	Pbdc1	1.93570057662	5.70717962987
ENSMUSG00000031584	En	-3.40474143904	2.48243703904e-08	4.59692930052e-06	Gsr	1.19434578919	4.59908722823
ENSMUSG00000030246	En	-3.31289446952	2.80178152957e-08	5.11817334009e-06	Ldhb	0.0201829967447	3.33307746627
ENSMUSG00000004099	En	-3.3527062778	2.87296623495e-08	5.17823434188e-06	Dnmt1	1.65376091447	5.00646719227
ENSMUSG00000032178	En	-4.63020611058	2.98571564092e-08	5.31064526763e-06	Ilf3	2.98225582862	7.6124619392
ENSMUSG00000094248	En	-4.93284007214	3.13865275466e-08	5.51016986201e-06	Hist1h2ao	1.85077981143	6.78361988357
ENSMUSG00000064147	En	-4.17363712688	3.41350423989e-08	5.91586542498e-06	Rab44	1.81177946272	5.9854165896
ENSMUSG00000056234	En	-4.21355294387	3.51507306187e-08	6.01477944942e-06	Ncoa4	2.13859573613	6.35214868
ENSMUSG00000017493	En	-4.14281760771	3.64130138746e-08	6.15288901946e-06	Igfbp4	1.48453096119	5.6273485689
ENSMUSG00000042524	En	-2.4342105979	3.78578348724e-08	6.31805199759e-06	Sun2	0.53381334583	2.96802394373
ENSMUSG00000044737	En	-3.32297005869	3.87159402495e-08	6.34548501312e-06	Klk14	0.792263162511	4.1152332212
ENSMUSG00000068129	En	-4.83705784375	3.89610338874e-08	6.34548501312e-06	Cst7	2.54025539055	7.3773132343
ENSMUSG00000044703	En	4.91916645415	4.03845133393e-08	6.49902203954e-06	Phf11a	6.04883828491	1.12967183077
ENSMUSG00000024393	En	-1.44983306613	4.13721221128e-08	6.57962760849e-06	Prrc2a	0.231797466404	1.68163053253
ENSMUSG00000028832	En	-5.38234427903	4.34665161896e-08	6.77592788085e-06	Stmn1	5.6184030837	11.0007473627
ENSMUSG00000032076	En	3.94876188615	4.3608945527e-08	6.77592788085e-06	Cadm1	3.94876188615	0.0
ENSMUSG00000051650	En	-3.32434169697	5.42429887002e-08	8.33246274146e-06	B3gnt2	1.04157560577	4.36591730273
ENSMUSG00000029730	En	-4.50976853679	5.68450027849e-08	8.63405334434e-06	Mcm7	2.37672799704	6.88649653383
ENSMUSG00000028873	En	-4.16303097672	6.28198103149e-08	9.39627091006e-06	Cdca8	1.40582366085	5.56885463757
ENSMUSG00000024579	En	-2.25390423375	6.32534881503e-08	9.39627091006e-06	Pcyox1l	0.607647959915	2.86155219367
ENSMUSG00000005410	En	-4.2068725454	6.42685580347e-08	9.4432866034e-06	Mcm5	1.76437888117	5.97125142657
ENSMUSG00000020547	En	-4.49976374989	6.61921774841e-08	9.59136250307e-06	Bzw2	2.63290122511	7.132664975
ENSMUSG00000026655	En	-4.5566468193	6.76496173552e-08	9.59136250307e-06	Fam107b	2.8020654067	7.358712226
ENSMUSG00000079523	En	1.96020379486	6.7762397497e-08	9.59136250307e-06	Tmsb10	9.6653784693	7.70517467443
ENSMUSG00000056071	En	2.47178130768	6.81144252326e-08	9.59136250307e-06	S100a9	2.99592065028	0.5241393426
ENSMUSG00000035901	En	-3.14412561769	7.02000922062e-08	9.78314274684e-06	Dennd5a	1.41399781734	4.55812343503
ENSMUSG00000042042	En	-3.33477286221	7.18291820315e-08	9.90802941532e-06	Csgalnact2	0.99126802466	4.32604088687
ENSMUSG00000052013	En	4.57925495423	7.44701977424e-08	1.01685670008e-05	Btla	4.975198191	0.395943236767
ENSMUSG00000032526	En	-4.41287655984	7.76061694112e-08	1.04611982485e-05	Deb1	2.33301977783	6.74589633767
ENSMUSG00000046711	En	-3.9173068425	7.81610462422e-08	1.04611982485e-05	Hmga1	1.548703861	5.4660107035
ENSMUSG00000026833	En	4.26243185709	8.98124875827e-08	1.19027961485e-05	Olfm1	4.56532210209	0.302890245
ENSMUSG00000058301	En	-2.13764236809	1.00112946837e-07	1.31390952946e-05	Upf1	1.52163068721	3.6592730553
ENSMUSG00000026434	En	-3.20531565117	1.02048053577e-07	1.32642845025e-05	Nucks1	2.9863394376	6.19165508877
ENSMUSG00000019689	En	-4.28188469559	1.20980230124e-07	1.55614340149e-05	1110001J03Rik	2.19907753134	6.48096222693
ENSMUSG00000018666	En	-3.64993930098	1.22023376651e-07	1.55614340149e-05	Cbx1	2.09959970449	5.74953900547
ENSMUSG00000027447	En	4.0349813107	1.2398735083e-07	1.5664121575e-05	Cst3	13.9150489937	9.880067683
ENSMUSG00000094786	En	-1.2010356203	1.32503966899e-07	1.65850798568e-05	Gm14403	0.325150674298	1.5261862946
ENSMUSG00000024397	En	5.17822791318	1.37813674873e-07	1.69539472688e-05	Aif1	6.46717049221	1.28894257903
ENSMUSG00000084274	En	-1.1679421646	1.37959328271e-07	1.69539472688e-05	Gm12504	1.37145256217	2.53939472677
ENSMUSG00000024181	En	-4.51271527202	1.40536376919e-07	1.69955158636e-05	Mrpl28	2.69697570821	7.20969098023
ENSMUSG00000005533	En	-2.19434632822	1.40812085865e-07	1.69955158636e-05	Igf1r	0.371442082851	2.56578841107
ENSMUSG00000041754	En	-3.39771698785	1.45238216775e-07	1.73746036669e-05	Trem3	0.450261563447	3.8479785513
ENSMUSG00000073421	En	6.70345449435	1.59397902592e-07	1.89012355021e-05	H2-Ab1	11.1254452694	4.42199077503
ENSMUSG00000087679	En	-3.754038799	1.61497473482e-07	1.89836769264e-05	C330006A16Rik	2.37177277636	6.12581157537
ENSMUSG00000062203	En	-3.17663538658	1.68305097583e-07	1.96133474925e-05	Gspt1	1.37010074915	4.54673613573
ENSMUSG00000032265	En	-2.98790002604	1.93809792833e-07	2.23924852951e-05	Fam46a	0.835191381128	3.82309140717
ENSMUSG00000060376	En	-2.68716148963	2.09885667649e-07	2.39121183887e-05	Bckdha	0.240894615404	2.92805610503
ENSMUSG00000032116	En	-4.13464466813	2.10500228455e-07	2.39121183887e-05	Stt3a	3.72658623257	7.8612309007
ENSMUSG00000025453	En	-2.96095548955	2.20337071563e-07	2.48209711116e-05	Nnt	0.655821124979	3.61677661453
ENSMUSG00000002885	En	4.25402646657	2.29985776074e-07	2.5693782818e-05	Cd97	5.27382597757	1.019799511
ENSMUSG00000020072	En	-1.74572379875	2.43278175422e-07	2.69560194701e-05	Pbld1	4.64906142238	6.39478522113
ENSMUSG00000004207	En	4.37417393335	2.45857592557e-07	2.70203490747e-05	Psap	7.07276561109	2.69859167773
ENSMUSG00000000682	En	4.84006077662	2.49281579665e-07	2.71757128541e-05	Cd52	10.7203485316	5.88028775493
ENSMUSG00000001270	En	4.92334824465	2.54580287447e-07	2.75313306056e-05	Ckb	5.75173100015	0.8283827555
ENSMUSG00000048534	En	4.54546702153	2.63342230235e-07	2.82528592724e-05	Amica1	5.3264933746	0.781026353067
ENSMUSG00000016494	En	-4.44750668343	2.72296580608e-07	2.8983505328e-05	Cd34	2.95224662153	7.39975330497
ENSMUSG00000049932	En	-3.17641935026	2.90980316888e-07	3.07302494039e-05	H2afx	1.04928894551	4.22570829577
ENSMUSG00000003812	En	-3.43144320319	3.00675639192e-07	3.15080100047e-05	Dnase2a	0.904310841277	4.33575404447
ENSMUSG00000034957	En	-2.54022620546	3.11394267888e-07	3.22084996634e-05	Cebpa	0.454381767106	2.99460797257
ENSMUSG00000028693	En	-3.88768756564	3.12125570048e-07	3.22084996634e-05	Nasp	2.25098056583	6.13866813147
ENSMUSG00000024889	En	-2.87145784611	3.20045370822e-07	3.24704983162e-05	Rce1	0.306947113255	3.17840495937
ENSMUSG00000003814	En	-3.0825955038	3.2056872832e-07	3.24704983162e-05	Calr	7.19728481077	10.2798803146
ENSMUSG00000031838	En	4.67700778649	3.21870600264e-07	3.24704983162e-05	Ifi30	5.89066227572	1.21365448923
ENSMUSG00000027435	En	-3.68438604047	3.6566962839e-07	3.64407614613e-05	Cd93	1.6573978806	5.34178392107
ENSMUSG00000029767	En	-3.31484430971	3.66618106136e-07	3.64407614613e-05	Calu	0.965684684191	4.2805289939
ENSMUSG00000026520	En	-3.542310623	3.81253308046e-07	3.76188483078e-05	Pycr2	1.23751842964	4.77982905263
ENSMUSG00000046805	En	4.23549306206	3.84189541003e-07	3.76338711252e-05	Mpeg1	5.58211649506	1.346623433
ENSMUSG00000001100	En	-2.55214560091	3.87341917901e-07	3.7669698174e-05	Poldip2	0.334941623787	2.8870872247
ENSMUSG00000020766	En	-3.04098768993	4.12202483751e-07	3.98010941097e-05	Galk1	0.609242270638	3.65022996057
ENSMUSG00000049091	En	-2.74904377126	4.19446543415e-07	4.02133218006e-05	Sephs2	2.84140373894	5.5904475102
ENSMUSG00000050335	En	4.83948437249	4.36985917916e-07	4.15998284394e-05	Lgals3	6.27142511049	1.431940738
ENSMUSG00000022769	En	-3.42946753677	4.65583873561e-07	4.37153043061e-05	Sdf2l1	2.83630477677	6.26577231353
ENSMUSG00000022048	En	3.34493305221	4.67931589009e-07	4.37153043061e-05	Dpysl2	8.78198407081	5.4370510186
ENSMUSG00000060591	En	-5.05029413097	4.71715916329e-07	4.37153043061e-05	Ifitm2	4.39083924323	9.4411333742
ENSMUSG00000034353	En	-3.93921819383	4.72143396115e-07	4.37153043061e-05	Ramp1	3.03599455987	6.9752127537
ENSMUSG00000003824	En	-4.04416525249	4.87738515887e-07	4.48520357671e-05	Syce2	2.52807765157	6.57224290407
ENSMUSG00000057530	En	4.46884571315	5.17805693319e-07	4.72952524479e-05	Ece1	7.45212862609	2.98328291293
ENSMUSG00000022881	En	-3.5574741786	5.36855287409e-07	4.87061058738e-05	Rfc4	1.2363110273	4.7937852059
ENSMUSG00000027597	En	-3.89013005812	5.59334902424e-07	5.03685227351e-05	Ahcy	1.74170134928	5.6318314074
ENSMUSG00000058135	En	-4.63058307389	5.62631079524e-07	5.03685227351e-05	Gstm1	2.48589767128	7.11648074517
ENSMUSG00000030978	En	-4.12661310244	5.71814754568e-07	5.08538937648e-05	Rrm1	1.97540611019	6.10201921263
ENSMUSG00000020399	En	4.17745573236	5.86191598143e-07	5.12761910197e-05	Havcr2	4.17745573236	0.0
ENSMUSG00000030342	En	4.07185910025	5.87219030562e-07	5.12761910197e-05	Cd9	7.82420714585	3.7523480456
ENSMUSG00000032496	En	0.950077337203	5.89286334795e-07	5.12761910197e-05	Ltf	0.976989167936	0.0269118307333
ENSMUSG00000031004	En	-3.22124233623	5.91735892814e-07	5.12761910197e-05	Mki67	1.24008348047	4.4613258167
ENSMUSG00000022901	En	4.18544749077	6.21556348387e-07	5.35171892834e-05	Cd86	4.25788507187	0.0724375811
ENSMUSG00000063856	En	-1.12268191913	6.54154446965e-07	5.55660103473e-05	Gpx1	11.3332492549	12.455931174
ENSMUSG00000054203	En	5.54073684196	6.58288215933e-07	5.55660103473e-05	Ifi205	7.14395607019	1.60321922823
ENSMUSG00000003038	En	-4.07695503908	6.59127581615e-07	5.55660103473e-05	Hmgn2	6.63412671615	10.7110817552
ENSMUSG00000076441	En	-3.87801505767	6.61793731759e-07	5.55660103473e-05	Ass1	2.21726012313	6.0952751808
ENSMUSG00000032436	En	-3.97358183035	7.0121443059e-07	5.8512448597e-05	Cmtm7	2.59488727391	6.56846910427
ENSMUSG00000027997	En	4.27411788531	7.32261362878e-07	6.07282767079e-05	Casp6	6.41571188904	2.14159400373
ENSMUSG00000027067	En	-3.69010693891	7.74267104849e-07	6.35190274929e-05	Ssrp1	3.09051866202	6.78062560093
ENSMUSG00000041362	En	2.66221628185	7.75309922794e-07	6.35190274929e-05	4930506M07Rik	2.92087149968	0.258655217833
ENSMUSG00000006728	En	-4.29746351474	7.84484998775e-07	6.38835434545e-05	Cdk4	4.27639759726	8.573861112
Chil3	Sy	1.19617313623	8.05711941015e-07	6.52192456206e-05	Chil3	1.23766937153	0.0414962353
ENSMUSG00000028961	En	-2.89596707795	8.156897727e-07	6.56338949248e-05	Pgd	1.37713361509	4.27310069303
ENSMUSG00000029553	En	-2.25870439068	8.47516551714e-07	6.77912943554e-05	Tfec	0.0689692871915	2.32767367787
ENSMUSG00000054717	En	-3.42003424672	8.67418976793e-07	6.89751160488e-05	Hmgb2	4.66855629662	8.08859054333
ENSMUSG00000001739	En	-2.27685390048	8.86538534225e-07	6.97932432672e-05	Cldn15	0.0710643052553	2.34791820573
ENSMUSG00000034022	En	-2.94499231759	8.94248867558e-07	6.97932432672e-05	Cpsf1	0.907564850979	3.85255716857
ENSMUSG00000064326	En	-4.13934963473	8.96006541331e-07	6.97932432672e-05	Siva1	3.20962906611	7.34897870083
ENSMUSG00000031701	En	-3.74199260451	9.02550878679e-07	6.97932432672e-05	Dnaja2	2.48111909355	6.22311169807
ENSMUSG00000027878	En	2.05940251724	9.0352253083e-07	6.97932432672e-05	Notch2	6.44413327034	4.3847307531
ENSMUSG00000089929	En	4.15495827282	9.88651250741e-07	7.59351568609e-05	Bcl2a1b	4.39117166102	0.2362133882
ENSMUSG00000022584	En	-3.22105365001	1.00039459995e-06	7.64030180912e-05	Ly6c2	1.30773776413	4.52879141413
ENSMUSG00000055612	En	-3.94679692854	1.01664771759e-06	7.72081114964e-05	Cdca7	2.09814497836	6.0449419069
ENSMUSG00000022456	En	3.72574237378	1.02983782886e-06	7.77728925729e-05	Sept3	3.97504089481	0.249298521033
ENSMUSG00000032171	En	-2.57439850889	1.06436057772e-06	7.99334793871e-05	Pin1	1.30039641651	3.8747949254
ENSMUSG00000027405	En	-4.26161860997	1.15100029549e-06	8.59625524557e-05	Nop56	4.20936280183	8.4709814118
ENSMUSG00000028455	En	-3.81020631493	1.17198337489e-06	8.69803100197e-05	Stoml2	2.38729248134	6.19749879627
ENSMUSG00000063576	En	-3.31852483478	1.17749642947e-06	8.69803100197e-05	Klhdc3	1.03304545319	4.35157028797
ENSMUSG00000038357	En	1.83990790457	1.23890235136e-06	9.10189238355e-05	Camp	1.89209447711	0.0521865725333
ENSMUSG00000038179	En	3.96949979455	1.25023135791e-06	9.10486632247e-05	Slamf7	4.80378960191	0.834289807367
ENSMUSG00000058794	En	-3.93965513429	1.25277787837e-06	9.10486632247e-05	Nfe2	1.79795214681	5.7376072811
ENSMUSG00000037661	En	-2.93327072567	1.3388415123e-06	9.67832062207e-05	Gpr160	0.401672818234	3.3349435439
ENSMUSG00000001865	En	-3.76243527851	1.34684742464e-06	9.68440610975e-05	Cpa3	0.790256145957	4.55269142447
ENSMUSG00000053553	En	-2.56262824603	1.41546333006e-06	0.000101239329607	3110082I17Rik	0.390549575766	2.9531778218
ENSMUSG00000040532	En	-3.81682243236	1.45218677731e-06	0.000103319267661	Abhd11	1.38386392681	5.20068635917
ENSMUSG00000075266	En	-2.58883082451	1.52244925097e-06	0.000107751146464	Cenpw	0.767694293191	3.3565251177
ENSMUSG00000026180	En	-1.39403200123	1.53099101587e-06	0.000107791336211	Cxcr2	4.23758270323	5.63161470447
ENSMUSG00000055653	En	-1.71861992473	1.58369074636e-06	0.000110873946218	Gpc3	0.135561374766	1.8541812995
Oser1	Sy	-4.01879824091	1.59117810078e-06	0.000110873946218	Oser1	3.25414841096	7.27294665187
ENSMUSG00000039206	En	3.26064566907	1.61514671696e-06	0.000111966940102	Daglb	4.74510266764	1.48445699857
ENSMUSG00000044456	En	-3.0101327113	1.66729382374e-06	0.000114992234231	Rin3	0.949775842936	3.95990855423
ENSMUSG00000056394	En	-2.88181475696	1.6977724853e-06	0.000116499941402	Lig1	1.26269227334	4.1445070303
ENSMUSG00000003355	En	-2.8582247955	1.74677162976e-06	0.000119256863086	Fkbp11	0.405524367298	3.2637491628
ENSMUSG00000040234	En	-2.49933442466	1.80226739461e-06	0.000122427390153	Tm7sf3	0.574852675638	3.0741871003
ENSMUSG00000067199	En	-2.61217552177	1.84112951205e-06	0.000124441943719	Frat1	0.462027532362	3.07420305413
ENSMUSG00000068566	En	3.97326008878	1.97074784339e-06	0.000132185873535	Myadm	5.90153760551	1.92827751673
ENSMUSG00000026496	En	-3.4941845322	1.97525865173e-06	0.000132185873535	Parp1	1.9509359073	5.4451204395
ENSMUSG00000066551	En	-2.4467666636	2.03587491775e-06	0.000135044221725	Hmgb1	8.907237894	11.3540045576
ENSMUSG00000033020	En	-3.75798873908	2.04291561666e-06	0.000135044221725	Polr2f	2.32620849115	6.08419723023
ENSMUSG00000000290	En	4.01366923425	2.04794092719e-06	0.000135044221725	Itgb2	5.63889282638	1.62522359213
ENSMUSG00000062825	En	1.26602019661	2.08548468711e-06	0.000136852339808	Actg1	12.410173349	11.1441531524
ENSMUSG00000004667	En	-4.02575181929	2.10326988643e-06	0.000137352668236	Polr2e	2.53353506998	6.55928688927
ENSMUSG00000057322	En	0.732327199219	2.12046147337e-06	0.000137809606717	Rpl38	10.9132760773	10.1809488781
ENSMUSG00000026202	En	-4.0998979458	2.15086360893e-06	0.00013911662328	Tuba4a	3.09259525947	7.19249320527
ENSMUSG00000040204	En	-3.85833524012	2.17638803671e-06	0.000140097207048	2810417H13Rik	1.55843565881	5.41677089893
ENSMUSG00000036504	En	-3.92202570651	2.2264300681e-06	0.000142639249576	Phpt1	2.31115819555	6.23318390207
ENSMUSG00000027018	En	-3.78978697428	2.24392616517e-06	0.000143082046702	Hat1	2.10859840496	5.89838537923
ENSMUSG00000005470	En	-3.75203198883	2.26566882704e-06	0.000143790193446	Asf1b	1.33736971953	5.08940170837
ENSMUSG00000041538	En	4.00197992722	2.32725156543e-06	0.000147008348885	H2-Ob	5.09775030862	1.0957703814
ENSMUSG00000024844	En	-3.66603837307	2.35183628123e-06	0.000147870338836	Banf1	5.22792899223	8.8939673653
ENSMUSG00000018189	En	-3.6067765347	2.37137488792e-06	0.000148408545069	Uchl5	3.40092927823	7.00770581293
ENSMUSG00000026355	En	-3.906006467	2.48042392031e-06	0.000154517836658	Mcm6	3.02338837817	6.92939484517
ENSMUSG00000068184	En	-3.95910783208	2.50055320442e-06	0.000155057239529	Ndufaf2	1.96264066349	5.92174849557
ENSMUSG00000032525	En	-2.86535599201	2.52597269801e-06	0.000155918259962	Nktr	1.70730324079	4.5726592328
ENSMUSG00000096145	En	-3.76264320763	2.5614739108e-06	0.000157390928755	Vkorc1	2.14006672334	5.90270993097
ENSMUSG00000034723	En	-2.73855503065	2.58130312311e-06	0.000157891654381	Tmx4	0.870189691553	3.6087447222
ENSMUSG00000030357	En	-3.99631908533	2.72600238257e-06	0.000165991442377	Fkbp4	3.14949301847	7.1458121038
ENSMUSG00000063320	En	-3.09821717781	2.75952269841e-06	0.000166808109359	1190007I07Rik	1.10841366889	4.2066308467
ENSMUSG00000032086	En	-2.90945989737	2.76409354168e-06	0.000166808109359	Bace1	0.91044864866	3.81990854603
ENSMUSG00000027242	En	-2.15842010926	2.83024058674e-06	0.000169900961609	Wdr76	1.2530979107	3.41151801997
ENSMUSG00000022263	En	2.02890096468	2.84048064237e-06	0.000169900961609	Trio	2.27142351868	0.242522554
ENSMUSG00000026701	En	-3.75438749752	2.8740381149e-06	0.000171150868887	Prdx6	4.03048181504	7.78486931257
